,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Place_of_Birth,Race,From,To,Pos,Ht,Wt,Birth Date,College,SEASON,RK,NAME,TEAM,SALARY
352,jeff teague,2014-15,26.0,ATL,NBA,73,72.0,2228.0,20.6,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,111.0,104.0,5.0,2.8,7.7,0.166,2.5,-0.7,1.8,2.1,Indiana,Black,2010,2016,G,6-2,186,"June 10, 1988",Wake Forest University,2014-2015,74,"Jeff Teague, PG",Atlanta Hawks,8000000
353,mirza teletovic,2014-15,29.0,BRK,NBA,40,4.0,892.0,10.7,0.605,0.144,3.4,20.9,12.2,8.1,0.8,1.4,13.5,20.1,95.0,107.0,-0.3,0.8,0.5,0.026,-1.4,-1.1,-2.6,-0.1,Bosnia and Herzegovina,White,2013,2016,F,6-9,242,"September 18, 1985",,2014-2015,178,"Mirza Teletovic, PF",Brooklyn Nets,3368100
354,sebastian telfair,2014-15,29.0,OKC,NBA,16,1.0,327.0,11.4,0.48,0.272,0.7,9.0,4.9,20.8,1.5,0.0,11.4,20.8,102.0,109.0,0.2,0.2,0.4,0.063,-0.5,-2.9,-3.4,-0.1,New York,Black,2005,2015,G,6-0,165,"June 9, 1985",,2014-2015,353,"Sebastian Telfair, PG",Oklahoma City Thunder,915243
355,garrett temple,2014-15,28.0,WAS,NBA,52,18.0,735.0,10.9,0.518,0.282,3.8,9.9,6.9,11.0,2.9,1.0,15.1,13.9,104.0,102.0,0.4,1.1,1.5,0.1,-0.6,1.4,0.8,0.5,Louisiana,Black,2010,2016,G,6-6,195,"May 8, 1986",Louisiana State University,2014-2015,336,"Garrett Temple, SG",Washington Wizards,981084
356,jason terry,2014-15,37.0,HOU,NBA,77,18.0,1641.0,11.4,0.724,0.108,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,112.0,106.0,2.0,1.5,3.6,0.104,0.3,-0.7,-0.4,0.7,Washington,Black,2000,2016,G,6-2,185,"September 15, 1977",University of Arizona,2014-2015,107,"Jason Terry, SG",Houston Rockets,5850313
357,isaiah thomas,2014-15,25.0,TOT,NBA,67,1.0,1726.0,20.6,0.434,0.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,114.0,109.0,5.0,1.1,6.1,0.169,4.6,-2.8,1.8,1.6,Washington,Black,2012,2016,G,5-9,185,"February 7, 1989",University of Washington,2014-2015,82,"Isaiah Thomas, PG",Phoenix Suns,7238606
358,lance thomas,2014-15,26.0,TOT,NBA,62,37.0,1490.0,8.0,0.05,0.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,91.0,112.0,-0.9,0.4,-0.4,-0.014,-4.1,-1.6,-5.7,-1.4,New York,Black,2012,2016,F,6-8,235,"April 24, 1988",Duke University,2014-2015,398,"Lance Thomas, SF",Oklahoma City Thunder,403784
359,malcolm thomas,2014-15,26.0,PHI,NBA,17,0.0,194.0,8.2,0.175,0.325,8.5,23.5,15.6,6.0,0.8,0.4,22.1,13.2,91.0,106.0,-0.1,0.2,0.1,0.023,-6.4,-1.0,-7.4,-0.3,Missouri,Black and White,2012,2015,F,6-9,225,"November 8, 1988",San Diego State University,2014-2015,383,"Malcolm Thomas, PF",Philadelphia 76ers,635827
360,tyrus thomas,2014-15,28.0,MEM,NBA,2,0.0,7.0,31.4,0.0,2.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,224.0,112.0,0.1,0.0,0.1,0.477,6.8,-8.5,-1.6,0.0,Louisiana,Black,2007,2015,F,6-9,215,"August 17, 1986",Louisiana State University,2014-2015,426,"Tyrus Thomas, PF",Memphis Grizzlies,53838
361,hollis thompson,2014-15,23.0,PHI,NBA,71,23.0,1776.0,10.9,0.529,0.164,3.1,9.3,6.0,8.4,1.6,1.2,10.2,15.9,105.0,108.0,1.3,1.3,2.6,0.07,-1.1,-0.9,-2.1,0.0,California,Black,2014,2016,G-F,6-8,206,"April 3, 1991",Georgetown University,2014-2015,369,"Hollis Thompson, SG",Philadelphia 76ers,816482
362,jason thompson,2014-15,28.0,SAC,NBA,81,63.0,1991.0,10.2,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,103.0,108.0,0.9,1.5,2.4,0.057,-2.6,0.9,-1.7,0.1,New Jersey,Black,2009,2016,F-C,6-11,250,"July 21, 1986",Rider University,2014-2015,103,"Jason Thompson, PF",Sacramento Kings,6037500
363,klay thompson,2014-15,24.0,GSW,NBA,77,77.0,2455.0,20.8,0.42,0.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,112.0,104.0,5.7,3.1,8.8,0.172,3.6,-1.0,2.7,2.9,California,Black and White,2012,2016,G,6-7,205,"February 8, 1990",Washington State University,2014-2015,198,"Klay Thompson, SG",Golden State Warriors,3075880
364,tristan thompson,2014-15,23.0,CLE,NBA,82,15.0,2194.0,15.6,0.0,0.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14.0,121.0,106.0,4.7,2.1,6.8,0.148,-0.3,-0.3,-0.6,0.8,Canada,Black,2012,2016,F-C,6-9,238,"March 13, 1991",University of Texas at Austin,2014-2015,127,"Tristan Thompson, C",Cleveland Cavaliers,5138430
365,marcus thornton,2014-15,27.0,TOT,NBA,48,0.0,721.0,15.0,0.414,0.162,3.4,9.7,6.5,8.2,1.9,0.8,6.8,24.1,103.0,106.0,0.6,0.7,1.2,0.083,0.1,-2.4,-2.4,-0.1,Louisiana,Black,2010,2016,G,6-4,205,"June 5, 1987",Louisiana State University,2014-2015,68,"Marcus Thornton, SF",Phoenix Suns,8575000
366,anthony tolliver,2014-15,29.0,TOT,NBA,76,11.0,1432.0,11.1,0.738,0.176,3.7,14.5,9.0,6.3,0.9,0.9,10.8,14.7,112.0,109.0,1.8,0.9,2.7,0.092,0.5,-1.1,-0.6,0.5,Missouri,Black,2009,2016,F-C,6-8,240,"June 1, 1985",Creighton University,2014-2015,205,"Anthony Tolliver, PF",Phoenix Suns,3000000
367,pj tucker,2014-15,29.0,PHO,NBA,78,63.0,2383.0,12.5,0.423,0.24,5.2,18.0,11.5,7.4,2.2,0.7,12.7,13.9,108.0,105.0,2.2,2.7,4.9,0.098,-0.2,1.4,1.2,1.9,North Carolina,Black,2007,2016,F,6-6,245,"May 5, 1985",University of Texas at Austin,2014-2015,109,"P.J. Tucker, SF",Phoenix Suns,5700000
368,ronny turiaf,2014-15,32.0,MIN,NBA,2,0.0,19.0,4.3,,,0.0,6.2,3.0,14.0,0.0,0.0,,0.0,214.0,119.0,0.0,0.0,0.0,0.009,-5.6,-2.1,-7.7,0.0,France,Black,2006,2015,F,6-10,249,"January 13, 1983",Gonzaga University,2014-2015,284,"Ronny Turiaf, C",Minnesota Timberwolves,1500000
369,evan turner,2014-15,26.0,BOS,NBA,82,57.0,2260.0,12.8,0.16,0.189,1.9,18.5,10.1,30.0,1.8,0.7,19.7,19.5,96.0,104.0,-0.3,2.8,2.5,0.054,-2.2,1.3,-1.0,0.6,Illinois,Black,2011,2016,G,6-7,220,"October 27, 1988",Ohio State University,2014-2015,189,"Evan Turner, SG",Boston Celtics,3278000
370,beno udrih,2014-15,32.0,MEM,NBA,79,12.0,1494.0,15.4,0.192,0.202,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,108.0,105.0,2.0,1.6,3.6,0.115,0.2,-1.0,-0.8,0.5,Slovenia,White,2005,2016,G,6-3,205,"July 5, 1982",,2014-2015,245,"Beno Udrih, PG",Memphis Grizzlies,2077000
371,jonas valanciunas,2014-15,22.0,TOR,NBA,80,80.0,2096.0,20.6,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,121.0,105.0,5.8,2.4,8.2,0.189,0.1,-0.6,-0.5,0.8,Lithuania,White,2013,2016,C,7-0,255,"May 6, 1992",,2014-2015,168,"Jonas Valanciunas, C",Toronto Raptors,3678360
372,anderson varejao,2014-15,32.0,CLE,NBA,26,26.0,636.0,17.7,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,114.0,105.0,1.2,0.7,1.9,0.145,0.0,1.0,0.9,0.5,Brazil,White,2005,2016,F-C,6-10,273,"September 28, 1982",,2014-2015,57,"Anderson Varejao, PF",Cleveland Cavaliers,9704545
373,greivis vasquez,2014-15,28.0,TOR,NBA,82,29.0,1991.0,12.6,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,105.0,110.0,1.9,0.9,2.8,0.066,1.0,-2.1,-1.1,0.4,Venezuela,Black,2011,2016,G,6-6,217,"January 16, 1987",University of Maryland,2014-2015,97,"Greivis Vasquez, PG",Toronto Raptors,6400000
374,noah vonleh,2014-15,19.0,CHO,NBA,25,0.0,259.0,13.2,0.171,0.342,11.6,25.3,18.3,2.5,0.8,2.7,11.2,17.3,99.0,102.0,0.1,0.4,0.5,0.085,-4.8,-0.9,-5.6,-0.2,Massachusetts,Black,2015,2016,F,6-10,240,"August 24, 1995",Indiana University,2014-2015,226,"Noah Vonleh, PF",Charlotte Hornets,2524200
375,nikola vucevic,2014-15,24.0,ORL,NBA,74,74.0,2529.0,21.5,0.005,0.181,10.4,26.0,18.1,11.0,1.1,1.7,10.2,26.0,109.0,106.0,4.5,2.5,7.0,0.133,0.7,-0.1,0.5,1.6,Switzerland,White,2012,2016,C,7-0,260,"October 24, 1990",University of Southern California,2014-2015,216,"Nikola Vucevic, C",Orlando Magic,2751260
376,dwyane wade,2014-15,33.0,MIA,NBA,62,62.0,1971.0,21.4,0.094,0.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,102.0,108.0,2.1,1.4,3.5,0.086,2.4,-1.2,1.2,1.6,Illinois,Black,2004,2016,G,6-4,220,"January 17, 1982",Marquette University,2014-2015,21,"Dwyane Wade, SG",Miami Heat,15000000
377,dion waiters,2014-15,23.0,TOT,NBA,80,23.0,2208.0,10.9,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10.0,22.5,95.0,108.0,-0.6,1.7,1.1,0.025,-2.1,-1.5,-3.6,-0.9,Pennsylvania,Black,2013,2016,G,6-4,225,"December 10, 1991",Syracuse University,2014-2015,153,"Dion Waiters, SG",Oklahoma City Thunder,4062000
378,henry walker,2014-15,27.0,MIA,NBA,24,13.0,628.0,8.0,0.786,0.107,1.4,14.0,7.8,7.2,2.0,1.2,12.0,15.0,96.0,107.0,-0.1,0.6,0.5,0.039,-0.9,-0.1,-1.0,0.2,Virginia,Black,2009,2015,F,6-6,220,"October 9, 1987",Kansas State University,2014-2015,411,"Henry Walker, SF",Miami Heat,196217
379,kemba walker,2014-15,24.0,CHO,NBA,62,58.0,2119.0,17.6,0.285,0.288,1.8,9.9,5.7,27.1,2.2,1.2,8.3,25.9,103.0,104.0,1.8,2.6,4.5,0.101,2.2,0.1,2.2,2.3,New York,Black,2012,2016,G,6-1,172,"May 8, 1990",University of Connecticut,2014-2015,190,"Kemba Walker, PG",Charlotte Hornets,3272091
380,john wall,2014-15,24.0,WAS,NBA,79,79.0,2837.0,19.9,0.186,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,105.0,102.0,3.6,4.2,7.8,0.132,2.4,1.1,3.5,3.9,North Carolina,Black,2011,2016,G,6-4,195,"September 6, 1990",University of Kentucky,2014-2015,25,"John Wall, PG",Washington Wizards,14746000
381,gerald wallace,2014-15,32.0,BOS,NBA,32,0.0,286.0,6.2,0.088,0.441,6.4,15.5,10.9,5.1,2.6,1.1,30.7,9.0,79.0,103.0,-0.3,0.4,0.1,0.014,-5.8,2.6,-3.2,-0.1,Alabama,Black,2002,2015,F,6-7,215,"July 23, 1982",University of Alabama,2014-2015,53,"Gerald Wallace, SF",Boston Celtics,10105855
382,tj warren,2014-15,21.0,PHO,NBA,40,1.0,614.0,14.0,0.098,0.089,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,108.0,109.0,0.7,0.4,1.1,0.085,-1.0,-1.1,-2.1,0.0,North Carolina,Black,2015,2016,F,6-8,230,"September 5, 1993",North Carolina State University,2014-2015,260,"T.J. Warren, SF",Phoenix Suns,1953120
383,cj watson,2014-15,30.0,IND,NBA,57,21.0,1422.0,15.4,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,110.0,104.0,2.2,1.8,4.0,0.135,1.4,0.1,1.5,1.3,Nevada,Black,2008,2016,G,6-2,175,"April 17, 1984",University of Tennessee,2014-2015,246,"C.J. Watson, PG",Indiana Pacers,2077000
384,martell webster,2014-15,28.0,WAS,NBA,32,0.0,352.0,5.9,0.473,0.703,3.3,11.3,7.4,6.7,1.0,0.2,15.6,18.2,89.0,106.0,-0.3,0.3,0.0,0.0,-4.4,-1.6,-6.1,-0.4,Washington,Black,2006,2015,G-F,6-7,230,"December 4, 1986",,2014-2015,118,"Martell Webster, SF",Washington Wizards,5381750
385,russell westbrook,2014-15,26.0,OKC,NBA,67,67.0,2302.0,29.1,0.196,0.445,5.9,16.7,11.4,47.0,3.0,0.5,14.3,38.4,111.0,103.0,7.5,3.2,10.6,0.222,8.8,2.2,11.0,7.6,California,Black,2009,2016,G,6-3,200,"November 12, 1988","University of California, Los Angeles",2014-2015,18,"Russell Westbrook, PG",Oklahoma City Thunder,15719062
386,hassan whiteside,2014-15,25.0,MIA,NBA,48,32.0,1142.0,26.2,0.0,0.403,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,117.0,97.0,2.8,2.4,5.3,0.221,-1.6,0.7,-0.9,0.3,North Carolina,Black,2011,2016,C,7-0,265,"June 13, 1989",Marshall University,2014-2015,376,"Hassan Whiteside, C",Miami Heat,769881
387,andrew wiggins,2014-15,19.0,MIN,NBA,82,82.0,2969.0,13.9,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,103.0,114.0,2.1,0.0,2.1,0.034,-0.5,-1.8,-2.3,-0.2,Canada,Black,2015,2016,F-G,6-8,199,"February 23, 1995",University of Kansas,2014-2015,113,"Andrew Wiggins, SG",Minnesota Timberwolves,5510640
388,cj wilcox,2014-15,24.0,LAC,NBA,21,0.0,101.0,8.5,0.5,0.053,1.1,6.5,3.9,12.0,1.5,0.8,20.5,21.8,89.0,109.0,-0.1,0.1,0.0,-0.024,-3.3,-2.7,-6.0,-0.1,Utah,Black,2015,2016,G,6-5,195,"December 30, 1990",University of Washington,2014-2015,329,"C.J. Wilcox, SG",Los Angeles Clippers,1109760
389,deron williams,2014-15,30.0,BRK,NBA,68,55.0,2114.0,15.7,0.307,0.313,1.5,11.0,6.3,33.7,1.6,0.6,14.9,22.3,105.0,109.0,2.3,1.3,3.6,0.083,1.3,-1.2,0.1,1.1,West Virginia,Black and White,2006,2016,G,6-3,200,"June 26, 1984",University of Illinois at Urbana-Champaign,2014-2015,8,"Deron Williams, PG",Brooklyn Nets,19754465
390,derrick williams,2014-15,23.0,SAC,NBA,74,6.0,1462.0,12.8,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,108.0,112.0,1.7,0.4,2.1,0.069,-0.5,-2.7,-3.2,-0.5,California,Black,2012,2016,F,6-8,240,"May 25, 1991",University of Arizona,2014-2015,98,"Derrick Williams, PF",Sacramento Kings,6331404
391,elliot williams,2014-15,25.0,TOT,NBA,13,0.0,119.0,8.7,0.486,0.108,0.0,7.7,3.8,15.5,1.8,0.0,9.4,16.4,100.0,110.0,0.0,0.1,0.1,0.039,-1.7,-2.9,-4.6,-0.1,Tennessee,Black,2012,2016,G,6-5,190,"June 20, 1989",University of Memphis,2014-2015,418,"Elliot Williams, SG",Utah Jazz,107676
392,lou williams,2014-15,28.0,TOR,NBA,80,0.0,2016.0,19.9,0.482,0.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27.0,114.0,109.0,5.4,1.1,6.6,0.157,4.0,-3.1,0.9,1.5,Tennessee,Black,2006,2016,G,6-1,175,"October 27, 1986",,2014-2015,116,"Louis Williams, SG",Toronto Raptors,5450000
393,marvin williams,2014-15,28.0,CHO,NBA,78,37.0,2035.0,11.8,0.535,0.176,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,106.0,103.0,1.5,2.9,4.3,0.102,-0.8,1.8,1.0,1.5,Washington ,Black,2006,2016,F,6-9,237,"June 19, 1986",University of North Carolina,2014-2015,88,"Marvin Williams, PF",Charlotte Hornets,7000000
394,mo williams,2014-15,32.0,TOT,NBA,68,33.0,1980.0,15.4,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,102.0,112.0,1.6,0.6,2.1,0.052,2.1,-3.5,-1.3,0.3,Mississippi ,Black,2004,2016,G,6-1,198,"December 19, 1982",University of Alabama,2014-2015,160,"Mo Williams, PG",Charlotte Hornets,3965074
395,reggie williams,2014-15,28.0,SAS,NBA,20,0.0,105.0,10.5,0.487,0.103,5.5,12.7,9.2,14.4,0.5,0.0,4.7,18.5,104.0,107.0,0.1,0.1,0.2,0.083,-0.5,-2.2,-2.7,0.0,Virginia,Black,2010,2015,F,6-6,205,"September 14, 1986",Virginia Military Institute,2014-2015,402,"Reggie Williams, SF",San Antonio Spurs,344036
396,shawne williams,2014-15,28.0,TOT,NBA,63,22.0,1087.0,10.5,0.593,0.133,3.9,14.0,9.0,6.5,1.2,1.6,8.6,14.9,109.0,108.0,1.1,0.8,1.9,0.084,-0.2,-0.8,-1.0,0.3,Tennessee ,Black,2007,2015,F,6-9,225,"February 16, 1986",University of Memphis,2014-2015,312,"Shawne Williams, SF",Miami Heat,1227985
397,jeff withey,2014-15,24.0,NOP,NBA,37,0.0,259.0,17.6,0.0,0.781,10.1,17.9,14.0,6.4,0.8,5.3,12.2,17.3,116.0,105.0,0.5,0.3,0.8,0.149,-1.6,0.6,-1.0,0.1,California ,White,2014,2016,C,7-0,231,"March 7, 1990",University of Kansas,2014-2015,372,"Jeff Withey, C",New Orleans Pelicans,816482
398,brandan wright,2014-15,27.0,TOT,NBA,75,7.0,1449.0,20.4,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,133.0,104.0,4.3,1.8,6.1,0.202,1.2,2.4,3.6,2.0,Tennessee,Black,2008,2016,F,6-10,210,"October 5, 1987",University of North Carolina,2014-2015,129,"Brandan Wright, PF",Phoenix Suns,5000000
399,dorell wright,2014-15,29.0,POR,NBA,48,2.0,592.0,13.4,0.568,0.221,2.6,17.2,10.0,10.2,1.7,1.3,7.9,17.1,109.0,102.0,0.7,0.8,1.6,0.128,0.1,0.6,0.7,0.4,California,Black,2005,2015,G-F,6-7,200,"December 2, 1985",,2014-2015,195,"Dorell Wright, SF",Portland Trail Blazers,3150000
400,tony wroten,2014-15,21.0,PHI,NBA,30,15.0,895.0,14.9,0.327,0.415,2.5,8.1,5.2,34.9,2.7,0.7,18.0,30.5,94.0,106.0,-0.6,0.9,0.3,0.014,0.3,-1.8,-1.5,0.1,Washington,Black,2013,2016,G,6-6,205,"April 13, 1993",University of Washington,2014-2015,314,"Tony Wroten, SG",Philadelphia 76ers,1210080
401,james young,2014-15,19.0,BOS,NBA,31,0.0,332.0,8.5,0.647,0.284,2.9,11.0,6.9,5.6,1.2,0.5,4.2,15.8,99.0,107.0,0.1,0.3,0.3,0.047,-1.9,-1.9,-3.8,-0.2,Michigan,Black,2015,2016,G-F,6-6,215,"August 16, 1995",University of Kentucky,2014-2015,275,"James Young, SG",Boston Celtics,1674480
402,nick young,2014-15,29.0,LAL,NBA,42,0.0,1000.0,14.2,0.473,0.311,1.8,9.1,5.3,6.9,1.2,0.9,7.5,26.0,105.0,113.0,1.1,0.1,1.2,0.058,0.9,-4.3,-3.5,-0.4,California,Black,2008,2016,G-F,6-7,210,"June 1, 1985",University of Southern California,2014-2015,131,"Nick Young, SF",Los Angeles Lakers,4994420
403,thaddeus young,2014-15,26.0,TOT,NBA,76,68.0,2434.0,15.7,0.119,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10.0,21.5,102.0,109.0,1.6,1.4,3.1,0.061,0.2,-0.3,-0.1,1.2,Louisiana,Black,2008,2016,F,6-8,221,"June 21, 1988",Georgia Institute of Technology,2014-2015,60,"Thaddeus Young, PF",Brooklyn Nets,9410869
404,cody zeller,2014-15,22.0,CHO,NBA,62,45.0,1487.0,14.1,0.003,0.44,7.0,20.1,13.4,10.9,1.2,2.6,12.2,15.6,108.0,102.0,1.6,2.2,3.8,0.123,-2.1,2.5,0.4,0.9,Indiana,White,2014,2016,F-C,7-0,240,"October 5, 1992",Indiana University,2014-2015,155,"Cody Zeller, C",Charlotte Hornets,4030560
405,tyler zeller,2014-15,25.0,BOS,NBA,82,59.0,1731.0,18.9,0.0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,119.0,105.0,4.5,2.0,6.5,0.179,0.4,0.4,0.9,1.2,California,White,2013,2016,F-C,7-0,253,"January 17, 1990",University of North Carolina,2014-2015,273,"Tyler Zeller, C",Boston Celtics,1703760
